Ordem,Subordem,Grande_Grupo,Subgrupo,Textura_Principal_Componente,Horizonte_Principal_Componente,Erosao_Principal_Componente,Pedregosidade_Principal_Componente,Rochosidade_Principal_Componente,Relevo_Principal_Componente
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano e suave ondulado
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano e suave ondulado
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado,,,,plano e suave ondulado
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidro-hiperespesso,espessarenico,arenosa,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
ESPODOSSOLO,HUMILUVICO,Hidromorfico,arenico,arenosa/media,A moderado e A fraco,,,,plano
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,argilosa e media,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,argilosa e media,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,argilosa e media,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,argilosa e media,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,argilosa e media,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,argilosa e media,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,argilosa e media,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico,media e argilosa,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Acrico,tipico e umbrico,media e argilosa,A moderado e A proeminente,,,,plano e suave ondulado
